path,transcript ID,category,city,ID
terminaloutput/llama2/LaRéunion/full/output4full_EveEtienne-UniversitédeLaRéunion-MT1802019_transcript.json,output4full_EveEtienne-UniversitédeLaRéunion-MT1802019_transcript,full,LaRéunion,LRE05
terminaloutput/llama2/LaRéunion/full/output4full_HélèneCaillet-UniversitédeLaRéunion-MT1802019_transcript.json,output4full_HélèneCaillet-UniversitédeLaRéunion-MT1802019_transcript,full,LaRéunion,LRE06
terminaloutput/llama2/LaRéunion/full/output4full_JosselinLeGalLaSalle-UniversitédeLaRéunion-MT1802019_transcript.json,output4full_JosselinLeGalLaSalle-UniversitédeLaRéunion-MT1802019_transcript,full,LaRéunion,LRE07
terminaloutput/llama2/LaRéunion/full/output4full_LudovicFontaine-UniversitédeLaRéunion-MT1802019_transcript.json,output4full_LudovicFontaine-UniversitédeLaRéunion-MT1802019_transcript,full,LaRéunion,LRE08
terminaloutput/llama2/LaRéunion/full/output4full_MaïtéBernhard-UniversitédeLaRéunion-MT1802019_transcript.json,output4full_MaïtéBernhard-UniversitédeLaRéunion-MT1802019_transcript,full,LaRéunion,LRE09
terminaloutput/llama2/LaRéunion/full/output4full_MaximinBonnet-UniversitédeLaRéunion-1erprixdujuryetprixdupublic-MT1802019_transcript.json,output4full_MaximinBonnet-UniversitédeLaRéunion-1erprixdujuryetprixdupublic-MT1802019_transcript,full,LaRéunion,LRE10
terminaloutput/llama2/LaRéunion/full/output4full_MichaëlRakotobe-UniversitédeLaRéunion-MT1802019_transcript.json,output4full_MichaëlRakotobe-UniversitédeLaRéunion-MT1802019_transcript,full,LaRéunion,LRE11
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-AudeCAIZERGUES_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-AudeCAIZERGUES_transcript,full,OccitanieMéditerranée,OCM01
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-ChristinaORIESCHNIG_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-ChristinaORIESCHNIG_transcript,full,OccitanieMéditerranée,OCM02
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-ColineLERICHE_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-ColineLERICHE_transcript,full,OccitanieMéditerranée,OCM03
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-GuillaumeBELTHIER_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-GuillaumeBELTHIER_transcript,full,OccitanieMéditerranée,OCM04
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-LolitaGRAZIOSI_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-LolitaGRAZIOSI_transcript,full,OccitanieMéditerranée,OCM05
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-LucieLECALLONNEC_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-LucieLECALLONNEC_transcript,full,OccitanieMéditerranée,OCM06
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-LucilePellan-3èmeprixdujury_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-LucilePellan-3èmeprixdujury_transcript,full,OccitanieMéditerranée,OCM07
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-MamadouAlimouDIALLO_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-MamadouAlimouDIALLO_transcript,full,OccitanieMéditerranée,OCM08
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-MathiasFRONTINI_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-MathiasFRONTINI_transcript,full,OccitanieMéditerranée,OCM09
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-MiriamBRANDT_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-MiriamBRANDT_transcript,full,OccitanieMéditerranée,OCM10
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-OlivierCANOVI_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-OlivierCANOVI_transcript,full,OccitanieMéditerranée,OCM11
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-QuentinCHANCE_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-QuentinCHANCE_transcript,full,OccitanieMéditerranée,OCM12
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-RAJKOWSKIROIRAND_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-RAJKOWSKIROIRAND_transcript,full,OccitanieMéditerranée,OCM13
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-RedwaneELBAHAR_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-RedwaneELBAHAR_transcript,full,OccitanieMéditerranée,OCM14
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-SimonCASSEGRAIN_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-SimonCASSEGRAIN_transcript,full,OccitanieMéditerranée,OCM15
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-ThibautL'HONORE_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-ThibautL'HONORE_transcript,full,OccitanieMéditerranée,OCM16
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-ValentinChaput-2èmeprixdujury_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-ValentinChaput-2èmeprixdujury_transcript,full,OccitanieMéditerranée,OCM17
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-YannickCOGNE_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-YannickCOGNE_transcript,full,OccitanieMéditerranée,OCM18
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-YassinTachikart1erprixdujuryetprixdupublic-_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-YassinTachikart1erprixdujuryetprixdupublic-_transcript,full,OccitanieMéditerranée,OCM19
terminaloutput/llama2/OccitanieMéditerranée/full/output4full_MT180sOccitanie-Méditerranée2019-ZARATEVILET_transcript.json,output4full_MT180sOccitanie-Méditerranée2019-ZARATEVILET_transcript,full,OccitanieMéditerranée,OCM20
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA01_transcript.json,output4full_UCA01_transcript,full,UniversitéCoted'Azur,UCA01
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA02_transcript.json,output4full_UCA02_transcript,full,UniversitéCoted'Azur,UCA02
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA03_transcript.json,output4full_UCA03_transcript,full,UniversitéCoted'Azur,UCA03
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA04_transcript.json,output4full_UCA04_transcript,full,UniversitéCoted'Azur,UCA04
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA05_transcript.json,output4full_UCA05_transcript,full,UniversitéCoted'Azur,UCA05
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA06_transcript.json,output4full_UCA06_transcript,full,UniversitéCoted'Azur,UCA06
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA07_transcript.json,output4full_UCA07_transcript,full,UniversitéCoted'Azur,UCA07
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA08_transcript.json,output4full_UCA08_transcript,full,UniversitéCoted'Azur,UCA08
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA09_transcript.json,output4full_UCA09_transcript,full,UniversitéCoted'Azur,UCA09
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA10_transcript.json,output4full_UCA10_transcript,full,UniversitéCoted'Azur,UCA10
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA11_transcript.json,output4full_UCA11_transcript,full,UniversitéCoted'Azur,UCA11
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA12_transcript.json,output4full_UCA12_transcript,full,UniversitéCoted'Azur,UCA12
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA13_transcript.json,output4full_UCA13_transcript,full,UniversitéCoted'Azur,UCA13
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA14_transcript.json,output4full_UCA14_transcript,full,UniversitéCoted'Azur,UCA14
terminaloutput/llama2/UniversitéCoted'Azur/full/output4full_UCA15_transcript.json,output4full_UCA15_transcript,full,UniversitéCoted'Azur,UCA15
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019AmiraSaoudi1erprix_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019AmiraSaoudi1erprix_1080p_transcript,full,lyon,LYO01
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019BertrandCoulombel_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019BertrandCoulombel_1080p_transcript,full,lyon,LYO02
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019DorianZiegler_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019DorianZiegler_1080p_transcript,full,lyon,LYO03
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019ÉléonoreMathis_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019ÉléonoreMathis_1080p_transcript,full,lyon,LYO04
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019JordanVazquez_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019JordanVazquez_1080p_transcript,full,lyon,LYO05
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019JulieDelclaux_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019JulieDelclaux_1080p_transcript,full,lyon,LYO06
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019LauraChalançon_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019LauraChalançon_1080p_transcript,full,lyon,LYO07
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019LeilaBenMahfoud_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019LeilaBenMahfoud_1080p_transcript,full,lyon,LYO08
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019MartinKillian_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019MartinKillian_1080p_transcript,full,lyon,LYO09
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019NathalieCouturier_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019NathalieCouturier_1080p_transcript,full,lyon,LYO10
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019NoëlleRemoué2eprixetprixdupublic_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019NoëlleRemoué2eprixetprixdupublic_1080p_transcript,full,lyon,LYO11
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019StefanoValdemarin_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019StefanoValdemarin_1080p_transcript,full,lyon,LYO12
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019ThomasMerlette_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019ThomasMerlette_1080p_transcript,full,lyon,LYO13
terminaloutput/llama2/lyon/full/output4full_9convert.com-FinaleMT1802019VirginieBlum_1080p_transcript.json,output4full_9convert.com-FinaleMT1802019VirginieBlum_1080p_transcript,full,lyon,LYO14
terminaloutput/llama2/BourgogneFrancheComté/full/output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.AbdoKHOURY_transcript.json,output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.AbdoKHOURY_transcript,full,BourgogneFrancheComté,BFC01
terminaloutput/llama2/BourgogneFrancheComté/full/output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.AlexandreFLAGE_transcript.json,output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.AlexandreFLAGE_transcript,full,BourgogneFrancheComté,BFC02
terminaloutput/llama2/BourgogneFrancheComté/full/output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.AlienorPerrodin_transcript.json,output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.AlienorPerrodin_transcript,full,BourgogneFrancheComté,BFC03
terminaloutput/llama2/BourgogneFrancheComté/full/output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.CamilleJeannot_transcript.json,output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.CamilleJeannot_transcript,full,BourgogneFrancheComté,BFC04
terminaloutput/llama2/BourgogneFrancheComté/full/output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.ChahiAbderrazak_transcript.json,output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.ChahiAbderrazak_transcript,full,BourgogneFrancheComté,BFC05
terminaloutput/llama2/BourgogneFrancheComté/full/output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.DelphineVennat_transcript.json,output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.DelphineVennat_transcript,full,BourgogneFrancheComté,BFC06
terminaloutput/llama2/BourgogneFrancheComté/full/output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.FranckChaput_transcript.json,output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.FranckChaput_transcript,full,BourgogneFrancheComté,BFC07
terminaloutput/llama2/BourgogneFrancheComté/full/output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.NabilOmri_transcript.json,output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.NabilOmri_transcript,full,BourgogneFrancheComté,BFC08
terminaloutput/llama2/BourgogneFrancheComté/full/output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.ThibaultGuegan_transcript.json,output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.ThibaultGuegan_transcript,full,BourgogneFrancheComté,BFC09
terminaloutput/llama2/BourgogneFrancheComté/full/output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.WinckelNastasya_transcript.json,output4full_UBFC-Mathèseen180secondes.(MT180)Bourgogne-Franche-Comté2019.WinckelNastasya_transcript,full,BourgogneFrancheComté,BFC10
terminaloutput/llama2/Antilles-Gagnants/full/output4full_Mathèseen180secondes_Prixdujury_ValentinTOP_transcript.json,output4full_Mathèseen180secondes_Prixdujury_ValentinTOP_transcript,full,Antilles-Gagnants,ANT01
terminaloutput/llama2/Antilles-Gagnants/full/output4full_Mathèseen180secondes_Prixdupublic_SyndiaSADIKALAY_transcript.json,output4full_Mathèseen180secondes_Prixdupublic_SyndiaSADIKALAY_transcript,full,Antilles-Gagnants,ANT02
terminaloutput/llama2/UniversitéParisSeine-Gagnants/full/output4full_MT1802019_Anne-SophieVaillardprixdupublicfinalisteUniversitéParisSeine_transcript.json,output4full_MT1802019_Anne-SophieVaillardprixdupublicfinalisteUniversitéParisSeine_transcript,full,UniversitéParisSeine-Gagnants,SEN01
terminaloutput/llama2/UniversitéParisSeine-Gagnants/full/output4full_MT1802019_ArthurAngermullerprixdujuryfinalisteUniversitéParisSeine_transcript.json,output4full_MT1802019_ArthurAngermullerprixdujuryfinalisteUniversitéParisSeine_transcript,full,UniversitéParisSeine-Gagnants,SEN02
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU01_transcript.json,output4full_SOU01_transcript,full,SorbonneUniversité,SOU01
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU02_transcript.json,output4full_SOU02_transcript,full,SorbonneUniversité,SOU02
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU03_transcript.json,output4full_SOU03_transcript,full,SorbonneUniversité,SOU03
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU04_transcript.json,output4full_SOU04_transcript,full,SorbonneUniversité,SOU04
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU05_transcript.json,output4full_SOU05_transcript,full,SorbonneUniversité,SOU05
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU06_transcript.json,output4full_SOU06_transcript,full,SorbonneUniversité,SOU06
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU07_transcript.json,output4full_SOU07_transcript,full,SorbonneUniversité,SOU07
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU08_transcript.json,output4full_SOU08_transcript,full,SorbonneUniversité,SOU08
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU09_transcript.json,output4full_SOU09_transcript,full,SorbonneUniversité,SOU09
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU10_transcript.json,output4full_SOU10_transcript,full,SorbonneUniversité,SOU10
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU11_transcript.json,output4full_SOU11_transcript,full,SorbonneUniversité,SOU11
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU12_transcript.json,output4full_SOU12_transcript,full,SorbonneUniversité,SOU12
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU13_transcript.json,output4full_SOU13_transcript,full,SorbonneUniversité,SOU13
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU14_transcript.json,output4full_SOU14_transcript,full,SorbonneUniversité,SOU14
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU15_transcript.json,output4full_SOU15_transcript,full,SorbonneUniversité,SOU15
terminaloutput/llama2/SorbonneUniversité/full/output4full_SOU16_transcript.json,output4full_SOU16_transcript,full,SorbonneUniversité,SOU16
terminaloutput/llama2/Clermont-Ferrand/full/output4full_Mathèseen180secondes(2019)-AdrianCOUVENT_transcript.json,output4full_Mathèseen180secondes(2019)-AdrianCOUVENT_transcript,full,Clermont-Ferrand,CFE01
terminaloutput/llama2/Clermont-Ferrand/full/output4full_Mathèseen180secondes(2019)-AmélieTribot(prixdupublic)_transcript.json,output4full_Mathèseen180secondes(2019)-AmélieTribot(prixdupublic)_transcript,full,Clermont-Ferrand,CFE02
terminaloutput/llama2/Clermont-Ferrand/full/output4full_Mathèseen180secondes(2019)-AuroreBERAL_transcript.json,output4full_Mathèseen180secondes(2019)-AuroreBERAL_transcript,full,Clermont-Ferrand,CFE03
terminaloutput/llama2/Clermont-Ferrand/full/output4full_Mathèseen180secondes(2019)-BarbaraGONCALVES_transcript.json,output4full_Mathèseen180secondes(2019)-BarbaraGONCALVES_transcript,full,Clermont-Ferrand,CFE04
terminaloutput/llama2/Clermont-Ferrand/full/output4full_Mathèseen180secondes(2019)-BayetoulayeTHERA(2èmeprixdujury)_transcript.json,output4full_Mathèseen180secondes(2019)-BayetoulayeTHERA(2èmeprixdujury)_transcript,full,Clermont-Ferrand,CFE05
terminaloutput/llama2/Clermont-Ferrand/full/output4full_Mathèseen180secondes(2019)-CyrilPOUPET_transcript.json,output4full_Mathèseen180secondes(2019)-CyrilPOUPET_transcript,full,Clermont-Ferrand,CFE06
terminaloutput/llama2/Clermont-Ferrand/full/output4full_Mathèseen180secondes(2019)-IsabelleROUX-BARON_transcript.json,output4full_Mathèseen180secondes(2019)-IsabelleROUX-BARON_transcript,full,Clermont-Ferrand,CFE07
terminaloutput/llama2/Clermont-Ferrand/full/output4full_Mathèseen180secondes(2019)-JuliaBECHAUX_transcript.json,output4full_Mathèseen180secondes(2019)-JuliaBECHAUX_transcript,full,Clermont-Ferrand,CFE08
